Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes Sent,Bytes Received,Elapsed Time (sec)
56235,53,15523,53,allow,94,105,30
27005,27222,42780,27222,allow,126,764,30
65200,53,35834,53,allow,102,188,30
41031,80,41031,80,allow,1259,1532,125
58830,28678,13686,28678,allow,1806,0,224
60240,443,63324,443,allow,2523,1787,120
53318,80,64678,80,allow,982,554,76
54246,80,56298,80,allow,292,214,16
56622,80,24066,80,allow,234,0,12
60411,58131,27448,58131,allow,70,0,5
53716,443,15837,443,allow,70,0,5
39059,443,37868,443,allow,1299,1922,19
42777,443,6253,443,allow,687,3666,25
50827,443,28235,443,allow,93487,73327,4017
49493,443,39689,443,allow,6055,3637,30
43776,7000,43776,7000,allow,1617,1557,18
50121,443,39430,443,allow,9485,19940,35
53120,49860,25192,49860,allow,70,0,5
58346,443,42517,443,allow,1518,4053,614
49434,53,30404,53,allow,134,192,30
65009,53,56985,53,allow,94,643,30
51789,443,60352,443,allow,4326,1892,124
27005,27017,61483,27017,allow,126,752,30
27005,27333,2413,27333,allow,126,764,30
52734,443,39307,443,allow,12962,244815,41
27005,27015,17359,27015,allow,126,752,30
60412,12965,9031,12965,allow,70,0,5
51432,443,60618,443,allow,70,124,11
60013,443,65408,443,allow,7769,137600,21
55368,443,50740,443,allow,2955,5596,423
53319,443,19200,443,allow,1396,850,117
50567,443,27568,443,allow,120,78,15
49881,53,28793,53,allow,102,293,30
50265,2710,57990,2710,allow,320,0,1200
57470,17984,5691,17984,allow,132,270,1209
35844,443,58126,443,allow,1875,3321,5922
60384,443,3369,443,allow,928,3387,15
32777,443,20717,443,allow,2049,6031,255
55624,80,8124,80,allow,70,0,8
51447,443,8869,443,allow,70,132,11
52729,443,62575,443,allow,3447,5579,45
50122,443,3201,443,allow,5689,9528,35
50705,21,33829,21,allow,983,1239,18
49849,53,48086,53,allow,126,199,30
53707,53,63109,53,allow,86,0,30
63990,53,19922,53,allow,94,176,30
45743,8765,60687,8765,allow,150,186,89
27005,27111,57650,27111,allow,126,767,30
27005,27015,50781,27015,allow,126,755,30
49266,443,52610,443,allow,70,113,120
37965,63402,11159,63402,allow,858,1260,1283
59157,443,21885,443,allow,3570,3569,166
57470,52217,58146,52217,allow,730,1239,1199
52741,443,63085,443,allow,4398,80613,26
53981,53,31166,53,allow,94,105,31
40967,443,61086,443,allow,172,1614,121
52745,443,60430,443,allow,2270,17649,26
52743,443,59107,443,allow,960,587,26
52742,443,24275,443,allow,4367,65517,26
52098,5228,3628,5228,allow,1602,1515,66
56652,80,44398,80,allow,4718,4294,81
53201,443,8091,443,allow,2251,1656,321
59329,53,2601,53,allow,94,105,30
43531,53,58732,53,allow,94,105,30
4269,26672,0,0,deny,60,0,0
35722,30188,0,0,deny,146,0,0
51525,35440,0,0,deny,66,0,0
59174,445,0,0,drop,70,0,0
45941,23386,0,0,deny,60,0,0
61223,37965,0,0,deny,66,0,0
57676,64147,0,0,deny,70,0,0
3436,46783,0,0,deny,145,0,0
45941,23386,0,0,deny,60,0,0
1866,51505,0,0,deny,62,0,0
54220,445,0,0,drop,70,0,0
59170,445,0,0,drop,70,0,0
59168,445,0,0,drop,70,0,0
59166,445,0,0,drop,70,0,0
54593,445,0,0,drop,66,0,0
30179,57470,0,0,deny,60,0,0
54587,445,0,0,drop,66,0,0
54588,445,0,0,drop,66,0,0
54586,445,0,0,drop,66,0,0
13985,34159,0,0,deny,66,0,0
54583,445,0,0,drop,66,0,0
54582,445,0,0,drop,66,0,0
54580,445,0,0,drop,66,0,0
50369,50584,0,0,deny,62,0,0
59430,50584,0,0,deny,66,0,0
54216,445,0,0,deny,70,0,0
59164,445,0,0,drop,70,0,0
59162,445,0,0,drop,70,0,0
59159,445,0,0,drop,70,0,0
57289,31573,0,0,deny,62,0,0
54577,445,0,0,drop,66,0,0
51909,6881,0,0,deny,62,0,0
59157,445,0,0,drop,70,0,0
54575,445,0,0,drop,66,0,0
54205,445,0,0,drop,70,0,0
54206,445,0,0,drop,70,0,0
54204,445,0,0,drop,70,0,0
54201,445,0,0,drop,70,0,0
54573,445,0,0,drop,66,0,0
54572,445,0,0,drop,66,0,0
54200,445,0,0,drop,70,0,0
50360,35440,0,0,deny,62,0,0
54570,445,0,0,drop,66,0,0
14070,62413,0,0,deny,62,0,0
28221,37965,0,0,deny,62,0,0
25304,64147,0,0,deny,146,0,0
59149,445,0,0,drop,70,0,0
59146,445,0,0,drop,70,0,0
55898,443,55898,443,deny,431,1419,0
59139,445,0,0,drop,70,0,0
45673,30188,0,0,deny,62,0,0
54194,445,0,0,drop,70,0,0
21534,42246,0,0,deny,66,0,0
54559,445,0,0,drop,66,0,0
54186,445,0,0,drop,70,0,0
42332,22114,0,0,deny,66,0,0
54183,445,0,0,drop,70,0,0
54551,445,0,0,drop,66,0,0
59129,445,0,0,drop,70,0,0
49485,11392,0,0,deny,62,0,0
61323,23117,0,0,deny,62,0,0
54180,445,0,0,drop,70,0,0
45941,23388,0,0,deny,60,0,0
54178,445,0,0,drop,70,0,0
54549,445,0,0,drop,66,0,0
63092,46776,0,0,deny,78,0,0
55396,26467,0,0,deny,62,0,0
54174,445,0,0,drop,70,0,0
54540,445,0,0,drop,66,0,0
54539,445,0,0,drop,66,0,0
64880,9694,0,0,deny,66,0,0
28345,11392,0,0,deny,62,0,0
54173,445,0,0,drop,70,0,0
13441,57470,0,0,deny,62,0,0
57410,37965,0,0,deny,66,0,0
20108,64147,0,0,deny,66,0,0
54168,445,0,0,drop,70,0,0
59122,445,0,0,drop,70,0,0
59118,445,0,0,drop,70,0,0
59117,445,0,0,drop,70,0,0
3911,50584,0,0,deny,62,0,0
54518,445,0,0,drop,66,0,0
54520,445,0,0,drop,66,0,0
54524,445,0,0,drop,66,0,0
54521,445,0,0,drop,66,0,0
54526,445,0,0,drop,66,0,0
54525,445,0,0,drop,66,0,0
54523,445,0,0,drop,66,0,0
54519,445,0,0,drop,66,0,0
57431,15503,0,0,deny,62,0,0
56440,56205,0,0,deny,62,0,0
42798,26467,0,0,deny,62,0,0
60423,35440,0,0,deny,146,0,0
60152,26467,0,0,deny,62,0,0
31978,57470,0,0,deny,60,0,0
22714,30188,0,0,deny,62,0,0
80,9918,0,0,deny,60,0,0
46495,4607,0,0,deny,60,0,0
19875,30170,0,0,deny,145,0,0
59112,445,0,0,drop,70,0,0
59109,445,0,0,drop,70,0,0
59101,445,0,0,drop,70,0,0
54155,445,0,0,drop,70,0,0
54505,445,0,0,drop,66,0,0
54504,445,0,0,drop,66,0,0
54503,445,0,0,drop,66,0,0
57545,35440,0,0,deny,66,0,0
54152,445,0,0,drop,70,0,0
59100,445,0,0,drop,70,0,0
9106,53,9106,53,allow,89,138,30
52052,80,64577,80,allow,593,1595,16
45184,80,27181,80,allow,1404,314,15
27005,27015,57619,27015,allow,126,776,30
48753,80,48753,80,allow,2162,17775,24
52737,443,14623,443,allow,3629,29145,26
51803,33973,32167,33973,allow,66,0,5
41543,443,55490,443,allow,234,0,12
53616,44166,57712,44166,allow,70,0,5
55196,443,1122,443,allow,2119,11449,316
37183,443,43656,443,allow,4184,5447,271
56590,53,0,0,allow,82,0,30
2939,53,2939,53,allow,90,110,30
18105,53,18105,53,allow,98,118,30
52740,443,65500,443,allow,7954,160799,26
46232,53,46232,53,allow,87,107,30
35185,3389,35185,3389,allow,1710,1714,33
52886,443,7611,443,allow,17595,8712,498
53536,443,47086,443,allow,3483,4418,30
58771,443,59212,443,allow,1163,4587,258
52738,443,34014,443,allow,3530,52809,26
51818,43942,37942,43942,allow,70,188,8
53615,867,2680,867,allow,70,0,5
45632,443,51632,443,allow,3452,52392,255
52480,443,40106,443,allow,2432,4671,76
30960,45701,51481,45701,allow,330,0,3609
34417,53,11898,53,allow,78,90,30
40296,80,40296,80,allow,43358,989052,72
40907,443,19035,443,allow,1824,5359,316
52064,80,49794,80,allow,709,1416,16
58115,53,48692,53,allow,286,292,15
35156,8635,35156,8635,allow,78,60,5
63807,38976,18542,38976,allow,66,0,8
42731,443,42301,443,allow,1399,4732,983
49290,443,44950,443,allow,2366,2417,203
51548,80,33223,80,allow,1340,314,15
63809,45193,55784,45193,allow,66,0,8
50393,8080,50393,8080,allow,180,198,31
52476,443,35367,443,allow,3056,4731,87
52739,443,43890,443,allow,2850,22198,26
52963,80,22153,80,allow,581,1019,15
55276,80,42794,80,allow,1280,314,15
45335,443,8948,443,allow,1454,1360,28
49528,443,34727,443,allow,985,4983,28
27005,27013,37862,27013,allow,126,743,30
30906,53,30906,53,allow,89,138,30
7539,53,7539,53,allow,87,107,30
35311,443,37900,443,allow,1945,4639,120
56987,443,32142,443,allow,1324,2476,136
52773,443,22036,443,allow,11977,7617,100
59097,445,0,0,drop,70,0,0
53833,26467,0,0,deny,66,0,0
14694,443,0,0,deny,60,0,0
59093,445,0,0,drop,70,0,0
59091,445,0,0,drop,70,0,0
59089,445,0,0,drop,70,0,0
46576,23718,0,0,deny,66,0,0
53168,44847,0,0,deny,146,0,0
9605,57470,0,0,deny,62,0,0
11133,51505,0,0,deny,66,0,0
54148,445,0,0,drop,70,0,0
53650,64147,0,0,deny,62,0,0
58343,23718,0,0,deny,66,0,0
54146,445,0,0,drop,70,0,0
45964,2666,0,0,deny,60,0,0
58564,50432,0,0,deny,66,0,0
10448,14914,0,0,deny,143,0,0
54144,445,0,0,drop,70,0,0
54819,443,59534,443,allow,1188,2241,134
47711,443,57619,443,allow,7188,4605,128
65199,53,63329,53,allow,207,586,59
57256,5228,53413,5228,allow,1872,5272,22
49212,80,1671,80,allow,566,447,134
51804,31012,28842,31012,allow,70,0,5
20,64488,20,50706,allow,17676,606990,14
39916,53,62317,53,allow,78,90,30
27005,27016,9591,27016,allow,126,758,30
56180,53,56180,53,allow,98,131,30
52744,443,47091,443,allow,2048,12790,25
52728,443,50981,443,allow,56439,129960,45
52736,443,12534,443,allow,39642,1177809,39
52732,443,31396,443,allow,22472,4995,42
49986,443,61933,443,allow,2247,23671,124
37321,53,37321,53,allow,90,107,30
56817,48650,23825,48650,allow,70,60,5
57492,443,47894,443,allow,82011,298964,171
37002,443,19218,443,allow,2747,3899,134
23226,53,23226,53,allow,82,135,33
56358,443,56358,443,allow,1767,2907,29
42843,53,7011,53,allow,78,90,30
50550,53,58594,53,allow,78,90,30
10151,53,10151,53,allow,90,130,30
56555,443,29813,443,allow,829,5479,15
64221,53,19919,53,allow,102,160,30
49761,80,49761,80,allow,703,2234,142
36448,53,11652,53,allow,94,105,30
11295,53,11295,53,allow,90,107,30
49574,53,2504,53,allow,92,404,58
24412,53,24412,53,allow,90,110,30
51805,15298,5839,15298,allow,70,0,5
59750,443,51830,443,allow,1179,1454,74
49502,443,43578,443,allow,3232,28548,29
65138,53,7886,53,allow,94,324,30
19473,58093,47634,58093,allow,150,310,1200
59748,443,39145,443,allow,1592,7197,75
6881,40783,51733,40783,allow,150,359,1199
34957,80,4367,80,allow,3526,3610,1239
49899,443,2357,443,allow,21857,4427,83
60665,443,60665,443,allow,1432,4283,15
27005,27017,7063,27017,allow,126,751,31
27005,27015,62315,27015,allow,252,754,32
57918,443,47624,443,allow,3737,34467,95
61711,443,17336,443,allow,1962,5523,95
52733,443,22448,443,allow,29392,584214,42
63793,48970,37013,48970,allow,70,0,4
53123,59228,32782,59228,allow,70,0,8
49177,443,60972,443,allow,17062,637894,18
51159,443,36632,443,allow,157088,6248375,90
52746,443,40862,443,allow,5038,99345,25
47976,443,55009,443,allow,11705,4482,159
52727,443,14385,443,allow,708,661,45
50552,443,41023,443,allow,3156,5155,17
49537,53,41171,53,allow,276,410,74
33919,53,58115,53,allow,78,90,30
63974,53,33864,53,allow,111,507,30
49823,53,39316,53,allow,102,286,30
8283,45858,63554,45858,allow,70,60,30
55044,53,47229,53,allow,78,90,30
27005,27016,25142,27016,allow,126,757,30
27005,27015,25382,27015,allow,126,811,30
35408,53,57895,53,allow,78,90,30
44400,443,34284,443,allow,1937,4639,120
46544,443,31614,443,allow,15084,317506,139
47500,443,47942,443,allow,2375,5089,120
52447,443,48925,443,allow,5952,2028,99
10056,443,53947,443,allow,10470,2207,80
61673,443,54566,443,allow,3728,5490,50
11826,53,11826,53,allow,98,118,30
55392,53,63211,53,allow,94,324,30
59316,443,4398,443,allow,11857,5690,159
56816,12523,45890,12523,allow,70,0,5
46232,53,46232,53,allow,90,126,30
27005,49000,39068,49000,allow,126,761,30
51836,53,49755,53,allow,78,90,30
34565,53,14106,53,allow,78,90,30
58785,53,58785,53,allow,90,126,30
29413,53,29413,53,allow,82,135,32
49760,80,49760,80,allow,16858,596445,143
58794,5222,61380,5222,allow,16812,30633,870
51666,443,15224,443,allow,2213,1043,15
49304,7010,49304,7010,allow,4138,2109,15
27005,27015,28808,27015,allow,126,747,30
44901,443,19443,443,allow,6219,5672,174
50584,60395,46252,60395,allow,166,0,1200
52183,443,6530,443,allow,64410,3495859,132
45401,443,44939,443,allow,3495,6040,121
50584,56209,14402,56209,allow,166,0,1200
27005,31000,35910,31000,allow,126,772,31
56962,80,49373,80,allow,5681,3049,31
60505,443,23004,443,allow,727,334,26
50625,80,24486,80,allow,4248,4440,131
49439,443,14852,443,allow,2281,7214,78
49920,443,27141,443,allow,1989,7770,16
49633,443,1902,443,allow,10141,50055,33
57620,443,56080,443,allow,3010,2167,83
55041,80,12804,80,allow,240,246,35
56114,53,31669,53,allow,86,108,30
15986,8000,14701,8000,allow,150,124,61
49437,443,4843,443,allow,2347,7274,78
30472,53,56482,53,allow,86,137,30
55046,80,10209,80,allow,1332,1443,34
60173,443,14780,443,allow,3501,4408,181
3578,51505,0,0,deny,62,0,0
6881,55839,0,0,deny,139,0,0
62386,37965,0,0,deny,62,0,0
1162,57470,0,0,deny,62,0,0
51197,57470,0,0,deny,66,0,0
59080,445,0,0,drop,70,0,0
59079,445,0,0,drop,70,0,0
59075,445,0,0,drop,70,0,0
49177,54532,0,0,deny,60,0,0
54137,445,0,0,drop,70,0,0
51742,30317,0,0,deny,66,0,0
54135,445,0,0,drop,70,0,0
9219,32480,0,0,deny,72,0,0
59505,53733,0,0,deny,66,0,0
54134,445,0,0,drop,70,0,0
54133,445,0,0,drop,70,0,0
54132,445,0,0,drop,70,0,0
52887,37807,0,0,deny,66,0,0
54129,445,0,0,drop,70,0,0
54128,445,0,0,drop,70,0,0
54484,445,0,0,drop,66,0,0
59072,445,0,0,drop,70,0,0
59070,445,0,0,drop,70,0,0
61881,48817,0,0,deny,148,0,0
62566,35993,0,0,deny,66,0,0
4269,26672,0,0,deny,60,0,0
53453,2767,0,0,deny,66,0,0
34348,22114,0,0,deny,62,0,0
54114,445,0,0,drop,70,0,0
54113,445,0,0,drop,70,0,0
54109,445,0,0,drop,70,0,0
54103,445,0,0,drop,70,0,0
54104,445,0,0,drop,70,0,0
52064,22114,0,0,deny,62,0,0
54475,445,0,0,drop,66,0,0
54474,445,0,0,drop,66,0,0
59062,445,0,0,drop,70,0,0
59053,445,0,0,drop,70,0,0
59049,445,0,0,drop,70,0,0
59050,445,0,0,drop,70,0,0
44538,50584,0,0,deny,146,0,0
54471,445,0,0,drop,66,0,0
52431,50265,0,0,deny,62,0,0
52459,5555,0,0,deny,60,0,0
50088,1604,0,0,deny,84,0,0
54092,445,0,0,drop,70,0,0
23934,41615,0,0,deny,145,0,0
23934,41615,0,0,deny,145,0,0
15296,37965,0,0,deny,66,0,0
59781,56205,0,0,deny,66,0,0
11859,64147,0,0,deny,62,0,0
48692,57470,0,0,deny,62,0,0
59044,445,0,0,drop,70,0,0
36908,26467,0,0,deny,62,0,0
58486,57470,0,0,deny,66,0,0
59042,445,0,0,drop,70,0,0
59041,445,0,0,drop,70,0,0
59039,445,0,0,drop,70,0,0
54464,445,0,0,drop,66,0,0
54460,445,0,0,drop,66,0,0
54459,445,0,0,drop,66,0,0
54456,445,0,0,drop,66,0,0
51424,30188,0,0,deny,66,0,0
54454,445,0,0,drop,66,0,0
54455,445,0,0,drop,66,0,0
54452,445,0,0,drop,66,0,0
64240,50584,0,0,deny,66,0,0
54088,445,0,0,drop,70,0,0
6416,22114,0,0,deny,62,0,0
62908,21,0,0,deny,60,0,0
6712,161,0,0,deny,82,0,0
59034,445,0,0,drop,70,0,0
59033,445,0,0,drop,70,0,0
59030,445,0,0,drop,70,0,0
54078,445,0,0,drop,70,0,0
54077,445,0,0,drop,70,0,0
35460,35440,0,0,deny,62,0,0
54450,445,0,0,drop,66,0,0
54074,445,0,0,drop,70,0,0
54076,445,0,0,drop,70,0,0
59029,445,0,0,drop,70,0,0
23528,44847,0,0,deny,62,0,0
54071,445,0,0,drop,70,0,0
54446,445,0,0,drop,66,0,0
54445,445,0,0,drop,66,0,0
54443,445,0,0,drop,66,0,0
64066,23718,0,0,deny,66,0,0
46478,64147,0,0,deny,62,0,0
54442,445,0,0,drop,66,0,0
57131,31061,0,0,deny,145,0,0
63221,53436,0,0,deny,62,0,0
59459,37807,0,0,deny,66,0,0
33324,42873,0,0,deny,62,0,0
41447,64147,0,0,deny,62,0,0
57853,64147,0,0,deny,66,0,0
59021,445,0,0,drop,70,0,0
54065,445,0,0,drop,70,0,0
26084,36237,0,0,deny,62,0,0
59013,445,0,0,drop,70,0,0
59012,445,0,0,drop,70,0,0
60162,53436,0,0,deny,66,0,0
63092,46776,0,0,deny,78,0,0
54432,445,0,0,drop,66,0,0
54058,445,0,0,drop,70,0,0
61701,44847,0,0,deny,66,0,0
54057,445,0,0,drop,70,0,0
6015,23,0,0,deny,60,0,0
1384,44847,0,0,deny,66,0,0
3377,50584,0,0,deny,66,0,0
54423,445,0,0,drop,66,0,0
54051,445,0,0,drop,70,0,0
59001,445,0,0,drop,70,0,0
50624,26467,0,0,deny,66,0,0
54050,445,0,0,drop,70,0,0
44855,58414,0,0,deny,146,0,0
45941,23386,0,0,deny,60,0,0
54420,445,0,0,drop,66,0,0
50804,1,0,0,deny,62,0,0
57500,37965,0,0,deny,62,0,0
54046,445,0,0,drop,70,0,0
57325,37965,0,0,deny,62,0,0
17027,1,0,0,deny,62,0,0
60133,1,0,0,deny,66,0,0
10006,64147,0,0,deny,62,0,0
54413,445,0,0,drop,66,0,0
51674,51505,0,0,deny,66,0,0
54045,445,0,0,drop,70,0,0
54410,445,0,0,drop,66,0,0
56966,35440,0,0,deny,66,0,0
53779,51505,0,0,deny,66,0,0
62737,64147,0,0,deny,66,0,0
45964,5333,0,0,deny,60,0,0
54040,445,0,0,drop,70,0,0
31978,57470,0,0,deny,60,0,0
61520,23718,0,0,deny,62,0,0
51026,37450,0,0,deny,66,0,0
58992,445,0,0,drop,70,0,0
58991,445,0,0,drop,70,0,0
58989,445,0,0,drop,70,0,0
443,64347,0,0,deny,131,0,0
51192,15503,0,0,deny,66,0,0
10319,42707,0,0,deny,62,0,0
54392,445,0,0,drop,66,0,0
54395,445,0,0,drop,66,0,0
54397,445,0,0,drop,66,0,0
54398,445,0,0,drop,66,0,0
54394,445,0,0,drop,66,0,0
54393,445,0,0,drop,66,0,0
54396,445,0,0,drop,66,0,0
54390,445,0,0,drop,66,0,0
60750,42707,0,0,deny,66,0,0
64940,26467,0,0,deny,62,0,0
50419,26467,0,0,deny,66,0,0
46573,50584,0,0,deny,66,0,0
54786,30188,0,0,deny,66,0,0
65454,61600,0,0,deny,66,0,0
53608,1024,20573,1024,allow,70,0,5
53126,443,10677,443,allow,2026,4642,120
53599,47783,42378,47783,allow,432,186,17
58429,443,42456,443,allow,1664,8924,631
27005,27016,53095,27016,allow,126,763,31
27997,80,36977,80,allow,591,3092,45
56944,80,48541,80,allow,140,74,30
53612,1032,48115,1032,allow,70,60,6
60413,43555,44163,43555,allow,70,0,8
33640,53,0,0,allow,69,69,30
63755,17866,46456,17866,allow,1944,624,29
44731,443,63210,443,allow,2738,2182,259
61189,443,61189,443,allow,645,447,34
27186,53,27186,53,allow,97,724,30
19557,53,19557,53,allow,87,107,30
39148,443,64587,443,allow,1800,5018,271
63991,443,63991,443,allow,1690,2907,28
53072,443,53072,443,allow,37097,12729,163
34600,443,63857,443,allow,1925,6025,66
49529,443,17894,443,allow,1436,7611,27
51821,28306,23516,28306,allow,136,180,6
53597,42845,3911,42845,allow,492,186,18
39328,80,5790,80,allow,78,0,5
53609,38060,54791,38060,allow,70,0,5
51823,15843,1473,15843,allow,70,0,5
49616,443,57635,443,allow,2601,4637,17
52267,443,8782,443,allow,9272,15440,136
56644,443,7171,443,allow,3689,9235,82
49352,443,43143,443,allow,46411,2072171,90
21133,43408,64774,43408,allow,149,331,1200
40599,443,12842,443,allow,81316,8408,404
10088,443,42389,443,allow,1860,5383,330
55038,443,26774,443,allow,876,3548,35
24961,53,24961,53,allow,80,135,33
1431,53,1431,53,allow,80,135,32
54144,443,15023,443,allow,1018,1209,16
27996,80,2657,80,allow,589,1469,45
46280,443,46280,443,allow,1847,2907,26
49485,443,26234,443,allow,7236,42587,29
55813,443,55813,443,allow,1636,2907,29
30728,53,30728,53,allow,88,108,30
30227,3386,30227,3386,allow,60,86,30
27005,27015,31216,27015,allow,126,813,30
55765,443,54125,443,allow,1915,2745,120
27005,27017,14487,27017,allow,126,756,31
36939,80,43312,80,allow,3036,2697,235
41270,443,43404,443,allow,5023,9636,400
30960,45700,20531,45700,allow,330,0,3609
27005,27018,60808,27018,allow,126,755,31
49237,443,19934,443,allow,4179,4114,128
54693,30188,0,0,deny,62,0,0
54146,5900,0,0,deny,60,0,0
58981,445,0,0,drop,70,0,0
58980,445,0,0,drop,70,0,0
58973,445,0,0,drop,70,0,0
51544,34476,0,0,deny,137,0,0
4961,62741,0,0,deny,66,0,0
4447,35440,0,0,deny,66,0,0
60772,36829,0,0,deny,66,0,0
50316,37965,0,0,deny,66,0,0
54024,445,0,0,drop,70,0,0
54377,445,0,0,drop,66,0,0
64315,53,11433,53,allow,102,220,30
51816,27721,33144,27721,allow,70,0,8
60798,443,60798,443,allow,645,447,34
49765,53,55989,53,allow,102,131,30
33247,443,33617,443,allow,2435,5092,120
48163,443,22836,443,allow,12085,8039,385
55047,80,59301,80,allow,180,126,32
44095,443,27127,443,allow,3363,2746,615
48467,80,55817,80,allow,534,579,15
56960,80,32758,80,allow,3790,2573,30
64184,443,64184,443,allow,1654,2907,28
49504,443,22336,443,allow,62,0,5
56958,80,27013,80,allow,3968,5567,30
48279,8080,0,0,allow,156,212,13
55037,443,19621,443,allow,3171,7469,45
56445,53,50550,53,allow,110,243,46
56966,80,60389,80,allow,140,74,30
56939,80,26245,80,allow,128,66,31
54437,443,40534,443,allow,89267,626789,300
55042,80,32886,80,allow,180,126,34
56815,50510,55664,50510,allow,70,0,5
56813,37092,33767,37092,allow,70,0,5
35400,443,23133,443,allow,4080,7003,40
55213,53,60229,53,allow,94,144,30
35685,123,34944,123,allow,94,90,30
53669,80,61903,80,allow,665,454,15
55043,80,21312,80,allow,180,126,34
64067,53,26067,53,allow,102,229,30
49506,443,26865,443,allow,2912,15348,28
60415,40829,35259,40829,allow,70,0,8
54859,443,24991,443,allow,1006,5671,26
49998,53,11230,53,allow,90,377,39
60709,443,60709,443,allow,645,447,34
42898,443,46834,443,allow,2845,2154,87
49921,80,16260,80,allow,609,517,15
56788,443,35911,443,allow,1965,20543,17
49922,80,11141,80,allow,609,517,15
50249,443,46250,443,allow,1674,4451,81
63218,22,63218,22,allow,4087,4914,39
56965,80,39996,80,allow,304,222,30
49923,80,28185,80,allow,609,517,15
57929,53,0,0,allow,86,208,30
50419,80,4719,80,allow,350,0,120
64349,53,48163,53,allow,102,290,30
55209,53,33482,53,allow,102,94,33
57353,443,50919,443,allow,70,0,5
54287,443,5975,443,allow,190,60,5
60891,443,53303,443,allow,70,134,25
49860,53,13520,53,allow,129,421,57
37991,443,14336,443,allow,3018,5347,271
64379,53,61307,53,allow,94,239,30
64506,53,36287,53,allow,86,98,30
60731,80,1160,80,allow,4727,1184,16
55040,80,41951,80,allow,240,246,34
55044,80,26880,80,allow,180,126,34
49326,443,20775,443,allow,2551,6752,16
53131,443,19273,443,allow,5303,5402,650
56963,80,25455,80,allow,3906,3068,30
55619,42873,30146,42873,allow,140,282,16
42520,443,59710,443,allow,2090,4705,21
56959,80,53934,80,allow,5736,10016,30
56961,80,26352,80,allow,3796,2089,30
56899,443,29729,443,allow,3111,26793,164
53607,51631,46867,51631,allow,70,0,4
60409,44739,64818,44739,allow,70,0,5
56814,56255,27834,56255,allow,70,0,5
53605,13468,43310,13468,allow,70,0,4
56800,1,46367,1,allow,70,0,5
49897,443,63900,443,allow,13164,99872,144
51824,53021,41842,53021,allow,70,0,5
58858,443,49748,443,allow,60,148,10
56955,80,64782,80,allow,140,74,30
60407,8106,10620,8106,allow,1158,1383,16
48697,5222,62184,5222,allow,4135,4220,616
41184,53,29887,53,allow,78,90,30
50564,443,39683,443,allow,1488,6694,133
64102,53,25876,53,allow,94,180,29
64353,53,31104,53,allow,102,123,29
54807,443,9391,443,allow,2210,7868,120
33461,443,33205,443,allow,3900,4466,120
64162,53,14611,53,allow,110,115,30
6881,6881,30399,6881,allow,118,120,1199
60414,52559,64596,52559,allow,70,0,8
51801,33531,13546,33531,allow,70,0,5
51800,63796,15243,63796,allow,70,0,5
60377,443,48988,443,allow,2020,6568,76
48905,80,43588,80,allow,1374,494,15
20957,53,20957,53,allow,90,126,30
27005,27015,5485,27015,allow,126,763,30
27005,27020,57425,27020,allow,126,764,30
18102,53,59095,53,allow,86,137,30
27005,27016,11653,27016,allow,126,750,31
49924,80,4925,80,allow,609,517,15
60875,443,60875,443,allow,645,447,34
60721,443,60721,443,allow,645,447,34
56621,80,4891,80,allow,234,0,12
51798,37020,7892,37020,allow,70,0,5
53119,58118,18768,58118,allow,70,0,5
56946,80,58825,80,allow,140,74,30
56945,80,24790,80,allow,140,74,30
43086,443,19069,443,allow,2026,4470,16
27005,30000,59167,30000,allow,126,787,30
49774,53,40062,53,allow,102,132,30
50875,53,21370,53,allow,78,0,30
60031,443,5116,443,allow,210,140,15
51943,53,57117,53,allow,86,114,30
39435,443,17310,443,allow,93626,2309639,243
63941,53,9002,53,allow,94,134,30
52245,443,44464,443,allow,2474,5014,3600
43595,443,60251,443,allow,5024,26170,121
47823,443,63568,443,allow,2224,7618,122
56970,443,2688,443,allow,626393,20009549,138
6881,6881,43994,6881,allow,150,352,1200
52478,443,31557,443,allow,2085,5900,121
49919,443,15575,443,allow,2097,13915,16
41311,443,64855,443,allow,70,0,5
58930,443,53896,443,allow,70,0,5
50188,80,44459,80,allow,780,966,56
53668,80,20063,80,allow,665,508,16
57545,443,29665,443,allow,8247,17293,574
49178,2710,40497,2710,allow,70,0,5
54376,445,0,0,drop,66,0,0
54375,445,0,0,drop,66,0,0
58971,445,0,0,drop,70,0,0
57768,37965,0,0,deny,66,0,0
58969,445,0,0,drop,70,0,0
54019,445,0,0,drop,70,0,0
58968,445,0,0,drop,70,0,0
58962,445,0,0,drop,70,0,0
58959,445,0,0,drop,70,0,0
59943,37807,0,0,deny,62,0,0
54018,445,0,0,drop,70,0,0
49177,54532,0,0,deny,60,0,0
47762,36180,0,0,deny,146,0,0
58811,53976,0,0,deny,66,0,0
54016,445,0,0,drop,70,0,0
1025,35447,0,0,deny,62,0,0
58562,57587,0,0,deny,66,0,0
43611,50939,0,0,deny,145,0,0
52095,56079,0,0,deny,66,0,0
47652,51505,0,0,deny,62,0,0
58952,445,0,0,drop,70,0,0
58950,445,0,0,drop,70,0,0
58946,445,0,0,drop,70,0,0
4269,26672,0,0,deny,60,0,0
54009,445,0,0,drop,70,0,0
27153,992,0,0,deny,60,0,0
50280,57470,0,0,deny,78,0,0
33305,54532,0,0,deny,60,0,0
39313,37965,0,0,deny,62,0,0
54007,445,0,0,drop,70,0,0
39540,37965,0,0,deny,66,0,0
